N_OVO;IDADE_AVES;P_OVO;AL_ALB;PH_ALB;P_ALB;%_ALB;P_GE;C_GE;%_GE;YH;YD;YI;HU;RK;F_Q;P_CA;E_CA;%_CA;OV;CL_PESO;L;B;I_FOR;CLA_I_FOR;VOL_OVO;S_OVO;OBS;TEMPO;DESTINACAO
1791;77;62.9;2.6;10.4;37.263;59.24;19.377;6;30.81;10.9;49.3;0.221;36.7;B ;3.41;6.260;0.38;9.95;2;Extra;59.35;44.53;75.03;Padrão;61.85;63.87;;21;In_natura
1792;77;62.7;7.6;;;;;6;;13.6;42.0;0.324;86.6;AA;2.37;5.671;0.32;9.04;2;Extra;58.79;44.87;76.32;Redondo;62.13;63.97;;21;In_natura
1793;77;64.4;4.9;10.1;;;;6;;9.3;30.3;0.307;65.9;A ;3.48;6.430;0.40;9.98;2;Extra;57.93;45.78;79.03;Redondo;63.53;64.66;Sujo;21;In_natura
1794;77;52.9;6.4;9.9;29.275;55.34;16.747;6;31.66;12.4;103.1;0.120;82.1;AA;3.56;6.878;0.37;13.00;2;Grande;53.73;42.61;79.30;Redondo;51.61;57.01;;21;In_natura
1795;77;59.8;6.9;10.2;35.418;59.23;18.480;6;30.90;13.5;48.7;0.277;83.1;AA;2.70;5.902;0.35;9.87;3;Extra;58.72;43.76;74.52;Padrão;59.25;62.29;;21;In_natura
1796;77;60.2;5.3;10.3;36.271;60.25;17.467;6;29.01;13.1;47.0;0.279;71.2;A ;4.73;6.462;0.40;10.73;1;Extra;58.41;43.18;73.93;Padrão;57.50;61.23;;21;In_natura
1797;77;61.6;2.6;10.5;39.167;63.58;16.391;6;26.61;11.0;47.7;0.231;37.9;B ;4.06;6.042;0.40;9.81;2;Extra;57.40;44.47;77.47;Redondo;59.67;62.37;;21;In_natura
1798;77;52.7;3.4;10.1;31.240;59.28;15.465;6;29.35;12.4;45.3;0.274;56.0;B ;5.23;5.995;0.42;11.38;2;Grande;53.86;41.92;77.83;Redondo;50.19;56.16;;21;In_natura
1799;77;62.3;4.5;10.2;37.382;60.00;17.701;6;28.41;13.4;45.7;0.293;62.9;A ;4.47;7.217;0.40;11.58;3;Extra;58.68;44.20;75.32;Padrão;60.32;62.91;;21;In_natura
1800;77;62.2;2.9;10.3;37.124;59.68;18.466;6;29.69;11.4;50.0;0.228;42.5;B ;3.37;6.610;0.41;10.63;2;Extra;58.38;44.44;76.12;Redondo;60.61;63.04;;21;In_natura
1801;80;64.1;3.1;8.5;41.000;63.96;17.529;6;27.35;13.1;45.3;0.289;44.3;B ;3.42;5.571;0.34;8.69;2;Extra;58.23;45.47;78.09;Redondo;63.07;64.43;Sujo;28;In_natura
1802;80;58.4;4.4;9.8;37.662;64.49;16.352;6;28.00;13.0;46.7;0.278;63.8;A ;2.80;4.386;0.29;7.51;2;Extra;57.53;44.28;76.97;Redondo;59.33;62.19;Trincado;28;Descarte
1803;80;62.4;3.6;9.7;36.507;58.50;18.848;6;30.21;11.9;45.7;0.260;52.6;B ;4.28;7.045;0.42;11.29;2;Extra;57.90;44.98;77.69;Redondo;61.47;63.48;;28;In_natura
1804;80;57.0;3.6;9.9;;;;6;;12.0;50.0;0.240;55.8;B ;3.82;5.326;0.35;9.34;1;Grande;60.18;42.16;70.06;Pontiagudo;56.67;60.94;Sujo;28;In_natura
1805;80;66.3;3.4;10.2;39.475;59.54;20.044;6;30.23;12.1;50.0;0.242;47.4;B ;4.95;6.781;0.42;10.23;2;Extra;59.84;45.13;75.42;Padrão;63.92;65.11;Sujo;28;In_natura
1806;80;67.3;2.8;9.8;42.648;63.37;18.380;6;27.31;12.5;47.7;0.262;36.8;B ;4.21;6.272;0.36;9.32;3;Extra;59.28;46.21;77.95;Redondo;66.14;66.30;;28;In_natura
1807;80;51.5;4.5;9.8;30.104;58.45;17.005;6;33.02;14.4;45.7;0.315;68.0;A ;2.47;4.391;0.32;8.53;2;Grande;54.78;42.99;78.48;Redondo;53.49;58.32;Sujo;28;In_natura
1808;80;62.8;5.1;9.9;38.330;61.04;18.193;6;28.97;15.9;45.3;0.351;68.4;A ;4.51;6.277;0.39;10.00;3;Extra;59.32;40.55;68.36;Pontiagudo;51.96;58.00;;28;In_natura
1809;80;61.9;2.6;10.0;39.795;64.29;16.472;6;26.61;10.4;47.3;0.220;37.6;B ;2.06;5.633;0.36;9.10;2;Extra;57.50;45.48;79.10;Redondo;62.30;63.90;Sujo;28;In_natura
1810;80;66.7;3.0;10.5;;;;5;;6.1;73.0;0.084;40.8;B ;4.10;6.221;0.38;9.33;3;Extra;59.36;45.85;77.24;Redondo;65.29;65.83;;28;In_natura
1811;80;57.5;3.6;10.4;34.705;60.36;17.361;6;30.19;12.9;46.7;0.276;55.5;B ;2.83;5.434;0.37;9.45;3;Grande;59.62;43.00;72.12;Padrão;58.24;61.81;;28;In_natura
1812;80;61.5;3.3;10.4;;;;6;;6.9;51.3;0.135;49.1;B ;4.79;6.110;0.38;9.93;2;Extra;58.95;44.03;74.69;Padrão;60.16;62.85;;28;In_natura
1813;80;60.4;3.1;10.5;36.075;59.73;18.387;6;30.44;13.5;47.3;0.285;46.9;B ;4.11;5.938;0.39;9.83;2;Extra;56.94;44.72;78.54;Redondo;59.81;62.38;;28;In_natura
1814;80;60.7;3.5;10.4;;;;5;;10.0;49.3;0.203;52.3;B ;1.95;4.815;0.32;7.93;2;Extra;58.38;44.52;76.26;Redondo;60.81;63.16;;28;In_natura
1815;80;73.3;3.5;10.4;45.704;62.35;20.338;7;27.75;13.9;46.7;0.298;44.3;B ;3.77;7.258;0.39;9.90;4;Jumbo;64.11;46.48;72.50;Padrão;72.30;70.18;Sujo;28;In_natura
1816;80;58.5;3.1;10.4;36.100;61.71;16.699;7;28.55;11.1;45.3;0.245;48.3;B ;5.32;5.701;0.39;9.75;2;Extra;55.85;44.02;78.82;Redondo;56.98;60.57;;28;In_natura
1817;80;56.1;2.5;10.5;32.795;58.46;17.761;7;31.66;12.1;47.3;0.256;40.8;B ;2.48;5.544;0.38;9.88;2;Grande;56.11;43.70;77.88;Redondo;56.47;60.31;;28;In_natura
1818;80;61.8;3.1;10.1;31.560;51.07;24.440;6;39.55;13.5;47.7;0.283;46.0;B ;4.26;5.800;0.39;9.39;3;Extra;60.20;43.55;72.34;Padrão;60.21;63.02;;28;In_natura
1819;80;57.4;4.0;9.6;33.607;58.55;18.140;6;31.60;14.6;46.0;0.317;60.1;A ;3.81;5.653;0.39;9.85;3;Grande;57.11;43.26;75.75;Padrão;56.41;60.41;Sujo;28;In_natura
1820;80;66.6;3.6;10.5;37.790;56.74;22.469;6;33.74;12.0;53.7;0.223;50.0;B ;3.92;6.341;0.37;9.52;1;Extra;61.80;44.77;72.44;Padrão;65.05;65.96;;28;In_natura
1821;80;52.4;3.0;10.0;30.041;57.33;17.194;6;32.81;11.9;47.7;0.249;51.1;B ;2.99;5.165;0.35;9.86;2;Grande;55.39;42.18;76.15;Redondo;52.21;57.64;;28;In_natura
1822;80;60.0;4.1;10.0;33.425;55.71;20.977;7;34.96;14.6;50.7;0.288;59.8;B ;2.80;5.598;0.36;9.33;1;Extra;58.60;44.42;75.80;Padrão;60.79;63.17;;28;In_natura
1823;80;68.5;3.8;10.6;45.105;65.85;16.737;6;24.43;13.5;45.0;0.300;51.6;B ;4.66;6.658;0.40;9.72;2;Jumbo;61.71;45.52;73.76;Padrão;66.97;67.03;;28;In_natura
1824;80;57.5;3.1;10.6;35.343;61.47;16.162;5;28.11;11.0;46.0;0.239;49.0;B ;4.29;5.995;0.39;10.43;4;Grande;58.44;42.71;73.08;Padrão;56.37;60.56;;28;In_natura
1825;80;65.3;4.1;10.6;41.738;63.92;17.910;6;27.43;12.5;46.0;0.272;57.1;B ;3.82;5.652;0.32;8.66;2;Extra;58.14;46.09;79.27;Redondo;64.56;65.27;;28;In_natura
1826;80;57.5;4.5;10.4;36.280;63.10;16.390;6;28.50;13.9;45.7;0.304;65.2;A ;3.04;4.830;0.32;8.40;2;Grande;56.42;43.82;77.67;Redondo;57.07;60.71;;28;In_natura
1827;80;57.0;3.6;10.5;37.423;65.65;13.291;6;23.32;11.6;48.0;0.242;55.8;B ;4.47;6.286;0.42;11.03;1;Grande;55.17;43.61;79.05;Redondo;55.32;59.48;;28;In_natura
1828;80;65.8;4.3;10.2;41.814;63.55;18.167;7;27.61;14.4;46.3;0.311;59.1;B ;3.89;5.819;0.33;8.84;2;Extra;60.28;45.63;75.70;Padrão;65.71;66.18;Sujo;28;In_natura
1829;80;63.7;2.5;10.7;37.490;58.85;19.971;6;31.35;12.0;51.0;0.235;34.1;B ;4.78;6.239;0.40;9.79;2;Extra;57.67;45.25;78.46;Redondo;61.90;63.69;Sujo;28;In_natura
1830;80;63.3;3.0;10.5;37.072;58.57;20.914;6;33.04;15.4;47.3;0.326;43.3;B ;3.07;5.314;0.33;8.39;3;Extra;59.76;44.92;75.17;Padrão;63.29;64.75;;28;In_natura
1831;80;72.7;3.1;10.5;47.808;65.76;17.825;6;24.52;12.0;46.0;0.261;38.0;B ;4.42;7.067;0.39;9.72;2;Jumbo;63.14;46.32;73.36;Padrão;70.76;69.26;;28;In_natura
1832;80;67.1;3.3;10.6;40.372;60.17;19.644;6;29.28;12.5;48.7;0.257;45.3;B ;4.13;7.084;0.42;10.56;3;Extra;59.56;45.74;76.80;Redondo;65.22;65.82;;28;In_natura
1833;80;63.1;2.9;10.7;37.064;58.74;19.871;6;31.49;12.6;47.7;0.264;41.9;B ;5.09;6.165;0.39;9.77;3;Extra;58.51;44.92;76.77;Redondo;61.96;63.84;;28;In_natura
1834;80;59.0;;10.8;33.206;56.28;19.653;;33.31;;;;;;3.09;6.141;0.41;10.41;2;Extra;56.95;43.57;76.51;Redondo;57.00;60.74;Sujo;28;In_natura
1835;80;54.7;4.1;10.5;31.352;57.32;17.893;6;32.71;13.3;48.3;0.275;62.6;A ;2.86;5.455;0.38;9.97;1;Grande;57.47;42.35;73.69;Padrão;54.57;59.36;Sujo;28;In_natura
1836;80;58.5;3.1;10.7;34.458;58.90;18.626;6;31.84;12.5;46.7;0.268;48.3;B ;3.28;5.416;0.36;9.26;1;Extra;56.77;43.70;76.98;Redondo;57.14;60.80;Sujo;28;In_natura
1837;80;62.5;3.8;10.8;36.650;58.64;19.325;6;30.92;12.3;49.3;0.249;55.0;B ;2.58;6.525;0.39;10.44;1;Extra;58.86;44.25;75.18;Padrão;60.63;63.11;;28;In_natura
1838;80;62.5;3.6;10.7;36.521;58.43;19.795;6;31.67;11.9;50.3;0.237;52.5;B ;3.73;6.184;0.40;9.89;2;Extra;58.01;44.64;76.95;Redondo;60.73;63.06;;28;In_natura
1839;80;62.4;3.0;10.3;37.131;59.50;19.393;6;31.08;12.1;48.0;0.252;44.0;B ;3.79;5.876;0.36;9.42;2;Extra;60.50;43.48;71.87;Pontiagudo;60.33;63.12;;28;In_natura
1840;80;63.3;3.6;10.5;38.600;60.98;18.670;6;29.49;14.0;46.3;0.302;52.0;B ;3.61;6.030;0.39;9.53;2;Extra;58.45;44.78;76.61;Redondo;61.54;63.59;;28;In_natura
1841;80;66.3;3.0;10.6;39.796;60.02;19.797;7;29.86;11.9;49.7;0.239;41.1;B ;4.79;6.707;0.39;10.12;1;Extra;60.42;45.48;75.27;Padrão;65.47;66.05;;28;In_natura
1842;80;63.2;3.1;10.6;;;;5;;6.0;31.0;0.194;45.0;B ;4.45;6.218;0.37;9.84;1;Extra;57.96;45.10;77.81;Redondo;61.84;63.69;;28;In_natura
1843;80;58.6;3.6;10.5;34.940;59.62;17.789;6;30.36;11.9;46.3;0.257;54.8;B ;4.13;5.871;0.40;10.02;2;Extra;57.20;43.52;76.08;Redondo;57.13;60.85;;28;In_natura
1844;80;65.7;4.0;10.3;41.278;62.83;17.395;6;26.48;12.8;36.3;0.353;55.7;B ;4.02;7.027;0.44;10.70;3;Extra;59.91;46.42;77.48;Redondo;67.41;67.08;;28;In_natura
1845;80;64.1;3.8;10.1;38.778;60.50;20.091;6;31.34;14.9;46.7;0.319;54.1;B ;2.95;5.231;0.31;8.16;2;Extra;58.46;45.65;78.09;Redondo;63.78;64.87;;28;In_natura
1846;80;68.4;3.8;10.4;43.295;63.30;18.832;6;27.53;11.6;50.0;0.232;51.6;B ;4.29;6.273;0.37;9.17;2;Jumbo;60.41;45.52;75.35;Padrão;65.56;66.11;Sujo;28;In_natura
1847;80;62.8;3.3;10.5;38.004;60.52;18.618;6;29.65;10.5;50.0;0.210;48.2;B ;4.59;6.178;0.38;9.84;1;Extra;61.49;43.33;70.47;Pontiagudo;60.92;63.57;Sujo;28;In_natura
1848;80;61.3;3.1;10.0;36.037;58.79;19.441;6;31.71;12.5;48.0;0.260;46.3;B ;3.76;5.822;0.37;9.50;2;Extra;56.10;45.38;80.89;Redondo;60.54;62.69;;28;In_natura
1849;80;65.6;3.4;10.3;43.644;66.53;16.850;6;25.69;11.8;43.0;0.274;47.8;B ;2.25;5.106;0.35;7.78;1;Extra;60.78;45.14;74.27;Padrão;64.95;65.80;;28;In_natura
1850;80;56.2;3.6;10.1;34.191;60.84;15.758;6;28.04;12.6;44.0;0.286;56.2;B ;4.19;6.251;0.43;11.12;2;Grande;55.89;43.78;78.33;Redondo;56.44;60.26;;28;In_natura
1851;80;70.3;2.6;10.4;47.505;67.57;16.351;6;23.26;11.8;45.0;0.262;30.1;C ;4.43;6.444;0.39;9.17;2;Jumbo;64.19;44.79;69.78;Pontiagudo;67.62;67.61;;28;In_natura
1852;80;60.1;3.0;10.5;34.830;57.95;19.437;6;32.34;11.1;47.3;0.235;45.7;B ;4.61;5.833;0.37;9.71;3;Extra;55.88;45.00;80.53;Redondo;59.37;61.98;;28;In_natura
1853;80;68.9;4.5;9.9;47.761;69.32;15.442;6;22.41;15.6;46.3;0.337;59.8;B ;3.01;5.697;0.33;8.27;3;Jumbo;60.26;47.03;78.05;Redondo;69.45;68.25;Sujo;28;In_natura
1854;80;52.9;3.5;10.4;28.883;54.60;19.035;6;35.98;11.6;44.7;0.260;57.0;B ;4.20;4.982;0.35;9.42;2;Grande;55.02;42.17;76.64;Redondo;51.84;57.36;;28;In_natura
1855;80;63.9;3.3;10.4;40.168;62.86;17.068;6;26.71;13.0;45.0;0.289;47.5;B ;4.28;6.664;0.41;10.43;2;Extra;58.48;45.70;78.15;Redondo;63.93;64.96;;28;In_natura
1856;80;60.3;4.0;10.5;;;;6;;11.5;47.3;0.243;58.6;B ;5.26;5.760;0.38;9.55;2;Extra;56.16;44.79;79.75;Redondo;59.16;61.90;Sujo;28;In_natura
1857;80;64.5;3.5;10.7;41.257;63.96;17.536;7;27.19;11.9;48.7;0.244;49.9;B ;4.39;5.707;0.39;8.85;2;Extra;58.18;45.67;78.50;Redondo;63.53;64.69;;28;In_natura
1858;80;66.0;2.9;10.7;38.491;58.32;21.757;6;32.97;12.5;49.7;0.252;39.6;B ;3.11;5.752;0.35;8.72;2;Extra;61.48;46.28;75.28;Padrão;68.79;68.02;Trincado;28;Descarte
1859;80;65.3;3.8;10.4;39.959;61.19;18.495;7;28.32;11.5;46.7;0.246;53.4;B ;3.71;6.846;0.42;10.48;2;Extra;59.80;45.46;76.02;Redondo;64.74;65.58;;28;In_natura
1860;80;65.0;3.9;10.3;37.436;57.59;21.000;6;32.31;15.8;47.7;0.331;54.8;B ;3.58;6.564;0.41;10.10;4;Extra;60.23;45.86;76.14;Redondo;66.27;66.48;;28;In_natura
1861;80;64.9;4.3;10.7;37.666;58.04;20.497;5;31.58;11.8;49.3;0.239;59.5;B ;4.87;6.737;0.42;10.38;2;Extra;58.55;45.61;77.90;Redondo;63.77;64.88;;28;In_natura
1862;80;60.2;3.9;10.7;36.861;61.23;17.191;6;28.56;12.0;45.3;0.265;57.5;B ;4.27;6.148;0.40;10.21;2;Extra;57.31;44.13;77.00;Redondo;58.74;61.81;;28;In_natura
1863;80;60.0;3.1;10.6;37.075;61.79;17.479;6;29.13;12.6;44.7;0.282;47.2;B ;3.58;5.446;0.35;9.08;1;Extra;57.98;43.81;75.56;Padrão;58.63;61.84;Sujo;28;In_natura
1864;80;67.4;3.3;10.8;42.424;62.94;18.515;6;27.47;11.9;47.3;0.252;45.1;B ;3.52;6.461;0.37;9.59;2;Extra;62.74;42.10;67.10;Pontiagudo;58.93;62.52;Sujo;28;In_natura
1865;80;66.2;3.6;10.4;42.511;64.22;17.486;7;26.41;11.9;46.3;0.257;50.2;B ;3.91;6.203;0.38;9.37;1;Extra;61.14;45.24;73.99;Padrão;65.60;66.21;;28;In_natura
1866;80;62.5;3.4;10.7;36.269;58.03;20.113;6;32.18;11.1;50.3;0.221;49.8;B ;2.01;6.118;0.39;9.79;1;Extra;60.20;43.87;72.87;Padrão;61.03;63.50;;28;In_natura
1867;80;61.5;2.8;10.8;35.290;57.38;20.274;6;32.97;11.8;49.3;0.239;41.4;B ;3.22;5.936;0.38;9.65;1;Extra;57.02;44.58;78.18;Redondo;59.54;62.24;;28;In_natura
1868;80;63.8;4.3;10.8;;;;5;;8.0;47.7;0.168;60.1;A ;5.00;6.306;0.39;9.88;3;Extra;57.50;45.94;79.90;Redondo;63.47;64.56;;28;In_natura
1869;80;57.9;4.0;10.7;32.375;55.92;20.262;7;34.99;12.5;47.7;0.262;59.9;B ;3.71;5.263;0.34;9.09;3;Grande;57.83;43.06;74.46;Padrão;56.64;60.64;;28;In_natura
1870;80;67.4;4.4;10.1;39.970;59.30;21.188;6;31.44;16.3;47.3;0.345;59.4;B ;4.71;6.242;0.38;9.26;1;Extra;60.53;45.55;75.25;Padrão;65.77;66.24;Sujo;28;In_natura
1871;80;61.0;3.0;10.4;37.877;62.09;16.948;6;27.78;12.3;46.3;0.266;45.0;B ;3.96;6.175;0.39;10.12;3;Extra;58.58;44.06;75.21;Padrão;59.86;62.63;;28;In_natura
1872;80;58.5;3.4;10.2;35.685;61.00;17.555;6;30.01;12.9;46.0;0.280;52.4;B ;4.26;5.260;0.36;8.99;3;Extra;58.67;43.17;73.58;Padrão;57.73;61.39;;28;In_natura
1873;80;60.5;3.3;10.4;37.481;61.95;17.584;6;29.06;13.1;46.7;0.281;49.7;B ;3.38;5.435;0.37;8.98;2;Extra;60.76;43.23;71.15;Pontiagudo;59.94;62.93;;28;In_natura
1874;80;59.4;3.5;10.3;35.220;59.29;18.110;6;30.49;13.3;45.0;0.296;53.1;B ;3.66;6.070;0.41;10.22;2;Extra;59.37;42.68;71.89;Pontiagudo;57.20;61.16;;28;In_natura
1875;80;55.3;3.6;10.3;31.343;56.68;17.699;6;32.01;13.3;45.3;0.294;56.8;B ;4.46;6.258;0.42;11.32;3;Grande;55.62;42.69;76.75;Redondo;53.61;58.52;Sujo;28;In_natura
1876;80;55.1;3.5;10.4;32.698;59.34;16.099;5;29.22;12.9;45.0;0.287;55.7;B ;4.87;6.303;0.42;11.44;2;Grande;58.40;41.71;71.42;Pontiagudo;53.91;59.08;;28;In_natura
1877;80;58.7;3.8;10.4;35.288;60.12;17.275;7;29.43;13.4;44.7;0.300;57.2;B ;3.26;6.137;0.40;10.45;3;Extra;59.62;43.96;73.73;Padrão;60.67;63.22;;28;In_natura
1878;80;70.4;3.1;10.4;42.616;60.53;20.870;7;29.64;14.4;47.7;0.302;39.7;B ;4.56;6.914;0.40;9.82;3;Jumbo;60.88;47.06;77.30;Redondo;70.24;68.76;Sujo;28;In_natura
1879;80;70.9;3.3;10.5;45.964;64.83;19.029;6;26.84;13.9;46.7;0.298;42.7;B ;2.04;5.907;0.33;8.33;3;Jumbo;63.33;46.05;72.71;Padrão;70.21;68.97;Sujo;28;In_natura
1880;80;62.3;2.9;10.5;37.324;59.91;19.357;6;31.07;13.4;46.7;0.287;42.5;B ;4.20;5.619;0.35;9.02;1;Extra;59.21;44.24;74.72;Padrão;60.96;63.35;;28;In_natura
1881;80;64.0;4.0;10.5;39.257;61.34;18.837;5;29.43;13.8;47.0;0.294;56.6;B ;4.76;5.906;0.37;9.23;1;Extra;58.87;44.86;76.20;Redondo;62.19;64.01;;28;In_natura
1882;80;76.2;3.6;10.4;51.724;67.88;17.561;6;23.05;13.3;46.3;0.287;44.0;B ;3.11;6.915;0.40;9.07;4;Jumbo;63.31;48.77;77.03;Redondo;77.99;73.16;Sujo;28;In_natura
1883;80;60.6;2.9;10.5;35.092;57.91;19.717;7;32.54;12.3;48.0;0.256;43.7;B ;3.66;5.791;0.37;9.56;1;Extra;58.42;43.94;75.21;Padrão;59.40;62.34;;28;In_natura
1884;80;62.4;3.1;10.5;37.213;59.64;18.760;6;30.06;12.4;47.7;0.260;45.5;B ;5.00;6.427;0.38;10.30;1;Extra;59.01;44.05;74.65;Padrão;60.28;62.92;;28;In_natura
1885;80;61.2;3.1;10.6;;;;1;;4.8;27.0;0.178;46.4;B ;4.54;6.314;0.40;10.32;3;Extra;58.31;44.18;75.77;Padrão;59.89;62.61;;28;In_natura
1886;80;61.7;2.9;10.6;35.612;57.72;20.302;6;32.90;13.1;48.0;0.273;42.9;B ;4.47;5.786;0.37;9.38;1;Extra;58.03;44.82;77.24;Redondo;61.20;63.34;;28;In_natura
1887;80;65.3;3.4;10.7;38.642;59.18;20.092;6;30.77;12.9;49.7;0.260;48.0;B ;4.87;6.566;0.40;10.06;2;Extra;59.38;45.22;76.15;Redondo;63.66;64.91;Sujo;28;In_natura
1888;80;61.8;4.1;10.7;37.793;61.15;17.883;6;28.94;11.9;46.7;0.255;58.9;B ;4.26;6.124;0.38;9.91;2;Extra;58.04;44.18;76.12;Redondo;59.61;62.42;;28;In_natura
1889;80;63.1;5.9;10.3;39.636;62.81;17.668;5;28.00;16.6;44.3;0.375;75.0;AA;2.72;5.796;0.36;9.19;3;Extra;59.20;45.12;76.22;Redondo;63.21;64.64;;28;In_natura
1890;80;62.4;3.6;10.5;37.498;60.09;18.617;6;29.83;11.8;48.3;0.244;52.6;B ;3.06;6.285;0.39;10.07;2;Extra;59.70;44.59;74.69;Padrão;62.37;64.21;;28;In_natura
1891;80;64.3;4.8;10.6;35.113;54.61;23.067;7;35.87;14.9;51.3;0.290;65.0;A ;2.88;6.120;0.40;9.52;3;Extra;60.10;45.36;75.47;Padrão;64.80;65.64;;28;In_natura
1892;80;55.2;4.4;10.3;31.862;57.72;16.629;6;30.13;14.4;44.3;0.325;65.3;A ;5.06;6.709;0.44;12.15;4;Grande;57.62;43.53;75.55;Padrão;57.58;61.17;;28;In_natura
1893;80;64.0;3.4;10.2;37.093;57.96;20.758;7;32.43;14.6;48.3;0.302;48.9;B ;4.32;6.149;0.37;9.61;2;Extra;59.91;45.60;76.11;Redondo;65.23;65.86;Sujo;28;In_natura
1894;80;53.6;3.6;10.4;32.191;60.06;16.248;6;30.31;11.5;47.3;0.243;57.8;B ;4.13;5.161;0.37;9.63;2;Grande;54.91;42.63;77.64;Redondo;52.78;57.92;Sujo;28;In_natura
1895;80;70.7;;;;;;;;;;;;;2.62;6.076;0.32;8.59;2;Jumbo;61.31;47.08;76.79;Redondo;70.80;69.11;Sujo;28;In_natura
1896;80;57.2;4.4;10.4;33.032;57.75;18.538;6;32.41;16.1;46.0;0.350;64.4;A ;2.86;5.630;0.39;9.84;1;Grande;55.72;44.13;79.20;Redondo;57.11;60.63;;28;In_natura
1897;80;65.4;3.1;10.4;39.475;60.36;19.786;7;30.25;13.5;48.3;0.280;43.4;B ;3.24;6.139;0.38;9.39;2;Extra;59.88;45.75;76.40;Redondo;65.59;66.06;;28;In_natura
1898;80;60.0;2.9;10.5;35.723;59.54;18.632;6;31.05;12.1;48.0;0.252;44.2;B ;4.09;5.645;0.37;9.41;1;Extra;60.04;43.38;72.25;Padrão;59.61;62.66;;28;In_natura
1899;80;61.6;3.6;10.6;37.246;60.46;18.082;6;29.35;11.9;50.7;0.235;53.0;B ;4.46;6.272;0.38;10.18;2;Extra;59.45;43.79;73.66;Padrão;60.06;62.85;;28;In_natura
1900;80;58.1;3.0;10.6;34.985;60.22;17.440;6;30.02;10.8;48.0;0.225;47.1;B ;4.71;5.675;0.37;9.77;1;Extra;58.52;43.27;73.94;Padrão;57.83;61.44;;28;In_natura
1901;80;62.9;4.4;10.6;37.950;60.33;19.149;6;30.44;15.3;47.0;0.326;61.6;A ;3.18;5.801;0.36;9.22;3;Extra;62.12;44.91;72.30;Padrão;65.76;66.39;Sujo;28;In_natura
1902;80;57.8;3.1;10.7;33.912;58.67;18.424;6;31.88;12.5;48.3;0.259;48.8;B ;4.65;5.464;0.38;9.45;1;Grande;56.20;43.57;77.53;Redondo;56.25;60.19;;28;In_natura
1903;80;65.0;3.0;10.6;41.635;64.05;17.979;6;27.66;11.5;47.0;0.245;42.1;B ;3.29;5.386;0.32;8.29;3;Extra;61.64;45.07;73.12;Padrão;65.68;66.30;;28;In_natura
1904;80;65.9;2.6;10.6;41.851;63.51;17.491;6;26.54;11.5;47.0;0.245;34.1;B ;3.87;6.558;0.38;9.95;2;Extra;60.04;45.22;75.32;Padrão;64.37;65.39;Sujo;28;In_natura
1905;80;65.1;3.4;10.7;38.983;59.88;19.817;7;30.44;11.4;50.3;0.227;48.1;B ;4.81;6.300;0.39;9.68;3;Extra;56.58;46.24;81.72;Redondo;63.21;64.29;Sujo;28;In_natura
1906;80;65.9;2.9;10.8;;;;6;;10.4;51.3;0.203;39.7;B ;2.74;6.503;0.41;9.87;3;Extra;60.49;44.75;73.98;Padrão;63.61;65.01;;28;In_natura
1907;80;62.1;2.6;10.7;35.901;57.81;20.639;6;33.24;12.4;50.3;0.247;37.4;B ;3.18;5.560;0.39;8.95;1;Extra;59.53;44.37;74.53;Padrão;61.63;63.77;;28;In_natura
1908;80;64.1;3.3;10.7;36.921;57.60;21.218;6;33.10;12.3;49.3;0.249;47.4;B ;3.10;5.961;0.37;9.30;2;Extra;57.75;45.68;79.10;Redondo;63.08;64.38;Sujo;28;In_natura
1909;80;60.1;3.0;10.6;37.331;62.11;17.403;7;28.96;12.0;47.7;0.252;45.7;B ;2.74;5.366;0.36;8.93;1;Extra;58.80;43.82;74.52;Padrão;59.48;62.44;;28;In_natura
1910;80;68.0;3.8;10.6;39.557;58.17;21.899;6;32.20;14.3;48.3;0.296;51.9;B ;4.07;6.544;0.39;9.62;1;;59.85;46.27;77.31;Redondo;66.94;66.82;;28;In_natura
1911;80;63.1;3.0;10.6;38.640;61.24;18.175;6;28.80;12.0;48.7;0.246;43.5;B ;4.82;6.285;0.39;9.96;1;Extra;60.41;44.59;73.81;Padrão;63.11;64.72;;28;In_natura
1912;80;64.0;2.6;10.8;38.347;59.92;19.702;6;30.78;12.3;49.3;0.249;35.8;B ;2.42;5.951;0.36;9.30;2;Extra;59.83;45.03;75.26;Padrão;63.65;64.96;;28;In_natura
1913;80;61.2;;10.8;;;;;;;;;;;3.79;5.846;0.38;9.55;1;Extra;58.37;44.03;75.43;Padrão;59.57;62.44;;28;In_natura
1914;80;55.2;2.5;10.6;;;;5;;7.3;51.7;0.141;41.5;B ;4.22;5.678;0.40;10.29;1;Grande;57.23;41.86;73.14;Padrão;53.18;58.49;;28;In_natura
1915;80;56.9;3.3;10.6;34.391;60.44;17.068;6;30.00;11.8;44.7;0.264;52.1;B ;4.08;5.441;0.39;9.56;3;Grande;56.60;43.11;76.17;Redondo;55.55;59.83;;28;In_natura
1916;80;67.9;3.8;10.6;44.520;65.57;16.852;6;24.82;10.8;47.0;0.230;51.9;B ;4.22;6.528;0.38;9.61;2;Extra;63.19;45.00;71.21;Pontiagudo;67.14;67.26;;28;In_natura
1917;80;64.2;3.1;10.5;37.485;58.39;20.611;7;32.10;11.4;48.7;0.234;44.3;B ;4.28;6.104;0.39;9.51;2;Extra;59.65;44.71;74.95;Padrão;62.63;64.36;Sujo;28;In_natura
